station,wavelength,eu_w_m2_um,ed_w_m2_um,k_eu_m1,k_ed_m1
C6086000,779,0.786,166.518005,3.396,3.673
C6086000,866,0.129,124.304001,4.808,NA
C6087000,411,7.614,235.636993,1.453,0.41
C6087000,443,13,264.921997,NA,0.344
C6087000,456,17.259001,282.449005,0.998,0.238
C6087000,490,22.26,262.354004,0.728,0.114
C6087000,509,25.263,273.704987,0.685,NA
C6087000,532,26.688,241.255005,0.643,NA
C6087000,559,27.013,242.195007,0.546,NA
C6087000,619,16.9,228.815002,0.798,0.081
C6087000,665,12.616,224.679993,0.989,0.322
C6087000,683,11.632,207.227005,1.037,0.362
C6087000,705,6.808,190.602997,1.256,0.493
C6087000,779,3.785,173.934998,4.155,4.741
C6087000,866,NA,131.716995,NA,5.545
C6088000,411,8.2,267.561005,1.109,1.856
C6088000,443,13.77,316.683014,0.821,1.411
C6088000,456,20.599001,338.432007,0.834,1.227
C6088000,490,27.33,313.158997,0.638,0.958
C6088000,509,30.375999,326.356995,0.587,0.891
C6088000,532,30.938999,287.362,0.532,0.832
C6088000,559,32.505001,289.285004,0.506,0.767
C6088000,619,18.791,272.84201,0.711,1.044
C6088000,665,13.428,267.781006,0.845,1.272
C6088000,683,12.344,247.341995,0.924,1.319
C6088000,705,5.313,227.460999,0.874,1.676
C6088000,779,1.124,206.934998,2.481,3.588
C6088000,866,0.473,157.593994,5.354,1.957
C6089000,411,4.045,154.817001,0.892,0.837
C6089000,443,6.921,191.354996,0.655,0.604
C6089000,456,10.516,211.852005,0.585,0.538
C6089000,490,15.092,198.617004,0.431,0.405
C6089000,509,16.191,172.649002,0.394,0.372
C6089000,532,15.988,164.024994,0.366,0.334
C6089000,559,16.865,180.731003,0.335,0.32
C6089000,619,7.514,155.942001,0.613,0.513
C6089000,665,4.825,168.147003,0.763,0.642
C6089000,683,4.307,150.468002,0.798,0.676
C6089000,705,1.952,122.737999,0.978,0.977
C6089000,779,0.215,123.678001,2.684,1.819
C6089000,866,0.017,91.320999,3.041,NA
C6090000,411,18.298,897.10199,0.96,0.921
C6090000,443,32.202999,1083.671021,0.707,0.614
C6090000,456,48.078999,1187.876953,0.622,0.531
C6090000,490,70.377998,1150.517944,0.481,0.395
C6090000,509,76.204002,1205.979004,0.433,0.386
C6090000,532,76.041,1078.425049,0.401,0.353
C6090000,559,81.058998,1107.876953,0.384,0.312
C6090000,619,31.856001,1090.88501,0.662,0.561
C6090000,665,21.315001,1097.831055,0.883,0.672
C6090000,683,19.412001,1017.276001,0.905,0.806
C6090000,705,9.79,941.812012,1.062,1.181
C6090000,779,0.921,871.559021,2.054,3.73
C6090000,866,0.09,666.679993,2.461,8.692
C6091000,411,5.13,336.863007,0.764,0.779
C6091000,443,9.088,397.557007,0.525,0.57
C6091000,456,13.463,427.769989,0.448,0.495
C6091000,490,19.611,398.519989,0.302,0.369
C6091000,509,21.743999,403.432007,0.261,0.253
C6091000,532,22.719999,357.335999,0.237,0.283
C6091000,559,24.759001,368.177002,0.205,0.212
C6091000,619,10.895,340.670013,0.397,0.473
C6091000,665,6.918,340.046997,0.538,0.423
C6091000,683,6.446,307.803986,0.571,0.46
C6091000,705,3.508,280.096008,0.776,0.819
C6091000,779,0.549,255.664001,2.857,3.113
C6091000,866,0.11,194.046005,4.409,NA
C6092000,411,5.836,384.334015,1.095,1.894
C6092000,443,10.298,449.45401,0.838,1.396
C6092000,456,15.767,489.074005,0.767,1.078
C6092000,490,23.745001,456.863007,0.584,0.736
C6092000,509,26.759001,470.424988,0.518,0.606
C6092000,532,28.375,412.342987,0.467,0.425
C6092000,559,32.484001,415.322998,0.433,0.4
C6092000,619,16.535,398.221008,0.613,0.706
C6092000,665,10.752,389.093994,0.785,1.044
C6092000,683,10.072,359.895996,0.808,1.096
C6092000,705,5.85,329.89801,1.008,1.646
C6092000,779,1.203,300.464996,3.577,NA
C6092000,866,0.298,226.535995,5.981,NA
C6093000,411,7.463,374.579987,1.626,3.945
C6093000,443,13.835,419.713013,1.389,2.911
C6093000,456,21.337999,445.149994,1.262,2.26
C6093000,490,32.993,410.445007,1.015,1.58
C6093000,509,38.569,441.347992,0.93,1.548
C6093000,532,41.206001,375.686005,0.867,1.428
C6093000,559,47.078999,371.502014,0.767,1.184
C6093000,619,32.705002,357.609009,0.89,1.427
C6093000,665,22.757,336.147003,0.974,1.514
C6093000,683,20.278,314.373993,0.95,1.672
C6093000,705,12.978,298.09201,1.123,1.933
C6093000,779,1.435,259.492004,2.293,6.521
C6093000,866,0.199,198.132004,4.08,9.827
C6094000,411,11.841,407.261993,2.28,NA
C6094000,443,18.080999,506.971985,1.808,NA
C6094000,456,28.556,547.887024,1.68,NA
C6094000,490,44.452,522.749023,1.346,NA
C6094000,509,53.409,578.648987,1.194,NA
C6094000,532,55.272999,504.330994,1.039,NA
C6094000,559,59.681,480.549011,0.909,NA
C6094000,619,45,524.107971,NA,NA
C6094000,665,32.007,502.257996,1.161,NA
C6094000,683,30.922001,477.536011,1.236,NA
C6094000,705,20.176001,462.373993,1.434,NA
C6094000,779,2.808,423.671997,3.658,0.758
C6094000,866,0.437,317.252014,5.389,NA
C6095000,411,37,525.664001,NA,1.797
C6095000,443,45,648.676025,NA,1.449
C6095000,456,80,696.776001,NA,1.314
C6095000,490,94.387001,703.039001,1.202,1.08
C6095000,509,115.348999,743.754028,1.184,1.053
C6095000,532,115.152,660.114014,1.071,0.979
C6095000,559,119.978996,640.317993,0.941,0.893
C6095000,619,90.128998,681.747009,1.287,1.121
C6095000,665,70,674.75,NA,1.244
C6095000,683,60,651.231018,NA,1.284
C6095000,705,40,616.721985,NA,1.597
C6095000,779,NA,563.275024,NA,2.397
C6095000,866,NA,430.743988,NA,2.214
C6096000,411,12.287,584.841003,0.626,0.828
C6096000,443,20.487,720.987976,0.411,0.597
C6096000,456,30.419001,789.255005,0.338,0.514
C6096000,490,43.412998,759.070984,0.202,0.417
C6096000,509,48.789001,790.291992,0.163,0.39
C6096000,532,48.133999,714.044006,0.135,0.378
C6096000,559,48.918999,741.054993,0.109,0.348
C6096000,619,20.587,724.643005,0.393,0.595
C6096000,665,12.594,729.054016,0.551,0.755
C6096000,683,11.955,668.757019,0.583,0.838
C6096000,705,6.897,629.646973,0.833,1.156
C6096000,779,1.017,587.005981,2.954,4.356
C6096000,866,0.228,451.932007,5.597,NA
C6097000,411,13.429,661.638,0.727,NA
C6097000,443,25.438999,794.288025,0.632,NA
C6097000,456,38.181999,873.453003,0.562,NA
C6097000,490,54.062,847.164001,0.419,NA
C6097000,509,59.952,868.005005,0.37,NA
C6097000,532,60.091999,786.312988,0.354,NA
C6097000,559,62.548,836.189026,0.358,NA
C6097000,619,27.423,783.75,0.627,NA
C6097000,665,17.110001,802.049988,0.781,NA
C6097000,683,15.088,742.396973,0.77,NA
C6097000,705,8.339,676.156006,0.986,NA
C6097000,779,0.579,634.570984,1.764,NA
C6097000,866,0.056,489.822998,2.157,NA
C6098000,411,5.497,651.799011,0.367,0.477
C6098000,443,10.366,764.5,0.359,0.268
C6098000,456,13.339,822.557983,0.205,0.181
C6098000,490,18.716999,790.034973,0.15,0.046
C6098000,509,20.281,831.276978,0.126,0.056
C6098000,532,19.844,750.411011,0.115,0.04
C6098000,559,20.485001,757.208984,0.111,0.043
C6098000,619,7.208,749.237976,0.235,0.23
C6098000,665,4.254,732.98999,0.332,0.401
C6098000,683,4.337,692.583008,0.326,0.364
C6098000,705,2.229,646.721008,0.482,0.694
C6098000,779,0.617,590.36499,3.635,2.151
C6098000,866,0.223,447.395996,5.336,NA
C6099000,411,9.389,794.06897,0.544,NA
C6099000,443,16,926.119995,NA,NA
C6099000,456,23.207001,1004.422974,0.364,NA
C6099000,490,33.023998,981.073975,0.277,NA
C6099000,509,38.985001,1049.822998,0.278,NA
C6099000,532,38.979,938.164001,0.247,NA
C6099000,559,41.745998,949.804993,0.216,NA
C6099000,619,16.424999,953.390991,0.364,NA
C6099000,665,9.946,943.895996,0.459,NA
C6099000,683,10.598,894.39801,0.543,NA
C6099000,705,4.274,841.705017,0.53,NA
C6099000,779,0.4,763.130981,1.857,NA
C6099000,866,NA,586.809021,NA,NA
C6100000,411,17.273001,812.692017,1.428,0.792
C6100000,443,26.554001,954.296997,0.919,0.579
C6100000,456,40.266998,1028.866943,0.922,0.5
C6100000,490,55.869999,1001.359985,0.784,0.369
C6100000,509,62.945999,1068.218994,0.775,0.345
C6100000,532,63.985001,948.875,0.744,0.303
C6100000,559,67.181,955.526978,0.635,0.289
C6100000,619,30.163,965.783997,0.825,0.5
C6100000,665,20.440001,943.791992,1.046,0.677
C6100000,683,19.01,905.403992,1.151,0.73
C6100000,705,10.554,853.070007,1.292,0.965
C6100000,779,2.44,776.015015,4.406,NA
C6100000,866,34.544998,592.703979,8.454,NA
C6101000,411,10.934,342.622986,1.71,2.165
C6101000,443,18.419001,389.263,1.457,1.655
C6101000,456,26.757,416.110992,1.323,1.484
C6101000,490,32.637001,372.621002,0.926,1.216
C6101000,509,36.748001,367.307007,0.857,1.121
C6101000,532,36.951,324.561005,0.748,0.983
C6101000,559,39.555,339.131012,0.658,0.918
C6101000,619,24.250999,298.688995,0.807,1.066
C6101000,665,17.261,299.230011,1.002,1.252
C6101000,683,15.397,274.558014,1.028,1.289
C6101000,705,10.223,244.526993,1.317,1.601
C6101000,779,1.561,223.651993,3.49,2.807
C6101000,866,0.414,167.703003,5.584,3.082
C6102000,411,5.925,231.098007,2.291,2.833
C6102000,443,10.011,237.481995,1.93,2.201
C6102000,456,14.6,247.209,1.792,1.987
C6102000,490,19.072001,205.434006,1.455,1.511
C6102000,509,19.892,197.011993,1.267,1.363
C6102000,532,19.325001,165.820007,1.119,1.156
C6102000,559,20.532,162,1.048,1.052
C6102000,619,13.108,138.048996,1.175,1.1
C6102000,665,9.011,132.423996,1.318,1.238
C6102000,683,8.148,118.517998,1.359,1.255
C6102000,705,5.06,107.844002,1.546,1.468
C6102000,779,0.604,93.704002,2.753,NA
C6102000,866,0.098,68.901001,4.141,NA
C6104000,411,9.315,412.162994,2.161,2.372
C6104000,443,16.266001,510.343994,1.901,1.896
C6104000,456,25.393,565.497009,1.738,1.761
C6104000,490,38.676998,552.952026,1.372,1.414
C6104000,509,43.513,561.484009,1.22,1.307
C6104000,532,45.615002,516.335999,1.096,1.16
C6104000,559,50.995998,539.398987,0.989,1.113
C6104000,619,38.056,539.471008,1.148,1.191
C6104000,665,28.628,538.625977,1.315,1.329
C6104000,683,26.329,507.781006,1.339,1.347
C6104000,705,16.673,464.71701,1.584,1.507
C6104000,779,2.63,438.953003,3.705,NA
C6104000,866,0.4,334.46701,NA,NA
C6105000,411,7.059,345.575989,2.034,2.519
C6105000,443,12.466,432.289001,1.737,1.896
C6105000,456,19.796,480.391998,1.568,1.68
C6105000,490,31.700001,466.222992,1.191,1.333
C6105000,509,36.111,483.085999,1.028,1.146
C6105000,532,39.244999,439.881012,0.941,1.025
C6105000,559,45.837002,440.011993,0.911,0.973
C6105000,619,31.416,449.214996,1.066,1.081
C6105000,665,24.051001,479.492004,1.237,1.313
C6105000,683,21.902,422.903015,1.259,1.379
C6105000,705,12.842,389.024994,1.444,1.688
C6105000,779,2.211,379.044006,3.835,4.174
C6105000,866,NA,300.712006,NA,9.056
C6106000,411,2.47,494.25,4.177,6.538
C6106000,443,122.580002,635.359985,6.693,5.496
C6106000,456,68.379997,690,5.452,5.341
C6106000,490,89.43,671.97998,4.527,4.45
C6106000,509,99.080002,717.450012,4.131,4.071
C6106000,532,113.019997,638.330017,3.835,3.623
C6106000,559,95.800003,649.539978,3.318,3.352
C6106000,619,123.419998,650.309998,3.398,3.153
C6106000,665,112.910004,657.200012,3.536,3.257
C6106000,683,106.050003,617.090027,3.53,3.274
C6106000,705,49.610001,490.779999,3.45,3.497
C6106000,779,NA,535.630005,NA,5.888
C6106000,866,NA,408.290009,NA,7.001
C6107000,411,11.076,263.597992,1.94,2.222
C6107000,443,16.957001,302.152008,1.583,1.774
C6107000,456,25.298,321.144989,1.449,1.602
C6107000,490,35.069,299.813995,1.147,1.307
C6107000,509,39.91,313.88501,1.048,1.238
C6107000,532,41.146,285.894989,0.941,1.11
C6107000,559,44.750999,272.06601,0.844,0.986
C6107000,619,29.816,273.298004,0.995,1.147
C6107000,665,20.906,257.381012,1.145,1.325
C6107000,683,19.212,226.561996,1.18,1.365
C6107000,705,12.704,210.414993,1.416,1.666
C6107000,779,2.844,201.389999,4.784,4.195
C6107000,866,0.5,153.421997,NA,4.882
C6108000,411,8.576,507.346985,1.438,1.151
C6108000,443,14.614,596.63501,1.414,0.586
C6108000,456,21.914,641.75,1.375,0.537
C6108000,490,31.671,599.453003,1.268,0.763
C6108000,509,35.271999,643.505005,1.197,0.004
C6108000,532,36.851002,580.51001,1.218,0.07
C6108000,559,41.168999,581.051025,1.249,0.456
C6108000,619,16.750999,559.588013,1.401,0.21
C6108000,665,10.639,530.492004,1.665,0.749
C6108000,683,10.21,476.075012,1.548,0.767
C6108000,705,5.346,461.746002,1.662,0.929
C6108000,779,0.644,418.821991,3.478,5.26
C6108000,866,0.116,331.493011,5.297,9.844
C6109000,411,6.859,358.217987,0.531,0.654
C6109000,443,10.854,414.81601,0.422,0.518
C6109000,456,15.834,453.062988,0.392,0.463
C6109000,490,21.177999,409.85199,0.315,0.349
C6109000,509,23.065001,397.195007,0.297,0.329
C6109000,532,22.816999,359.608002,0.279,0.317
C6109000,559,23.688999,359.141998,0.266,0.253
C6109000,619,7.81,324.966003,0.479,0.556
C6109000,665,4.69,342.291992,0.629,0.745
C6109000,683,4.762,302.112,0.621,0.771
C6109000,705,2.265,271.281006,0.793,1.065
C6109000,779,0.43,248.828003,3.342,NA
C6109000,866,0.11,190.065994,5.788,NA
C6110000,411,5.862,334.027008,0.648,0.664
C6110000,443,8.416,390.511993,0.422,0.509
C6110000,456,12.381,420.994995,0.37,0.45
C6110000,490,17.129,381.96701,0.258,0.36
C6110000,509,18.805,383.432007,0.232,0.339
C6110000,532,18.389,340.973999,0.2,0.321
C6110000,559,19.011,338.772003,0.176,0.297
C6110000,619,7.455,319.394012,0.434,0.522
C6110000,665,4.36,306.468994,0.574,0.675
C6110000,683,4.59,282.417999,0.579,0.724
C6110000,705,2.241,259.40799,0.742,0.976
C6110000,779,0.236,238.988998,2.109,2.598
C6110000,866,0.03,181.268005,NA,2.747
C6111000,411,5.678,413.671997,0.689,0.732
C6111000,443,8.781,490.156006,0.538,0.546
C6111000,456,12.934,530.841003,0.482,0.49
C6111000,490,17.997,491.975006,0.36,0.372
C6111000,509,19.552,479.449005,0.321,0.349
C6111000,532,19.688,442.903015,0.294,0.332
C6111000,559,21.235001,456.131989,0.274,0.32
C6111000,619,8.158,422.164001,0.49,0.535
C6111000,665,5.099,425.01001,0.626,0.723
C6111000,683,5.389,383.147003,0.543,0.781
C6111000,705,2.536,346.332001,0.731,1.059
C6111000,779,0.247,323.76001,1.928,2.777
C6111000,866,NA,244.925003,NA,3.442
C6112000,411,14.084,457.757996,1.719,2.374
C6112000,443,23.16,524.911011,1.462,1.838
C6112000,456,35.685001,564.997009,1.338,1.659
C6112000,490,51.146,524.45697,1.059,1.352
C6112000,509,57.091999,541.046021,0.957,1.247
C6112000,532,59.006001,480.39801,0.871,1.152
C6112000,559,63.916,488.690002,0.798,1.043
C6112000,619,41.757,457.904999,0.999,1.287
C6112000,665,28.150999,450.472992,1.149,1.489
C6112000,683,25.952999,417.101013,1.186,1.528
C6112000,705,15.454,380.774994,1.42,1.86
C6112000,779,1.773,345.528992,3.179,3.24
C6112000,866,NA,258.899994,NA,NA
C6113000,411,11.33,437.658997,1.991,2.604
C6113000,443,19.014,486.901001,1.681,2.091
C6113000,456,28.68,520.35498,1.522,1.925
C6113000,490,41.862999,479.14801,1.213,1.504
C6113000,509,47.951,488.078003,1.094,1.357
C6113000,532,49.761002,433.218994,0.958,1.13
C6113000,559,54.546001,434.362,0.834,1.126
C6113000,619,42.995998,410.282013,1.084,1.284
C6113000,665,25.799999,397.90799,1.032,1.245
C6113000,683,23.764999,354.859985,1.07,1.258
C6113000,705,15.289,328.516998,1.278,1.443
C6113000,779,2.251,301.634003,3.845,NA
C6113000,866,0.406,228.660995,5.935,NA
C6114000,411,12.628,563.541992,2.003,3.451
C6114000,443,23.945999,651.864014,1.828,2.465
C6114000,456,34.341,719.468994,1.591,2.253
C6114000,490,54.220001,698.528992,1.298,1.83
C6114000,509,61.625999,720.192017,1.183,1.643
C6114000,532,66.573997,638.281006,1.068,1.577
C6114000,559,76.126999,662.731995,0.948,1.383
C6114000,619,52.852001,635.622986,0.992,1.62
C6114000,665,40.521999,647.919983,1.126,1.81
C6114000,683,35.203999,593.989014,1.121,1.895
C6114000,705,22.118999,551.809998,1.302,2.195
C6114000,779,2.445,510.097992,2.996,4.819
C6114000,866,0.295,389.712006,3.594,9.001
C6115000,411,7.187,242.440994,2.457,3.059
C6115000,443,12.584,273.656006,2.268,2.298
C6115000,456,18.472,291.113007,2.054,2.051
C6115000,490,25.054001,264.809998,1.605,1.622
C6115000,509,27.957001,269.44101,1.451,1.475
C6115000,532,29.142,235.429993,1.318,1.406
C6115000,559,33.066002,233.871002,1.232,1.162
C6115000,619,22.974001,219.945999,1.317,1.395
C6115000,665,17.065001,207.772995,1.488,1.619
C6115000,683,15.355,185.852005,1.5,1.698
C6115000,705,10.007,170.651001,1.706,1.915
C6115000,779,1.455,156.192001,3.437,3.31
C6115000,866,NA,118.140999,NA,NA
C6116000,411,12.314,479.528992,2.644,3.316
C6116000,443,24.781,620.638977,2.645,2.805
C6116000,456,34.740002,694.97699,2.384,2.579
C6116000,490,50.379002,686.778992,1.98,2.175
C6116000,509,58.979,683.047974,1.839,2.014
C6116000,532,61.889999,635.518982,1.685,1.846
C6116000,559,67.295998,649.734985,1.475,1.671
C6116000,619,59.91,639.598022,1.655,1.808
C6116000,665,46.695,654.372986,1.803,1.927
C6116000,683,46.186001,592.802002,1.882,1.976
C6116000,705,34.5,536.260986,2.117,2.22
C6116000,779,NA,523.085999,NA,4.662
C6116000,866,NA,396.425995,NA,7.869
C6117000,411,4.44,467.369995,1.445,NA
C6117000,443,28.860001,609.340027,1.217,1.29
C6117000,456,41.919998,660.02002,1.113,1.147
C6117000,490,59.560001,641.190002,0.889,0.896
C6117000,509,70.919998,677.159973,0.864,0.839
C6117000,532,69.059998,616.700012,0.746,0.777
C6117000,559,73.139999,622.809998,0.678,0.706
C6117000,619,44.84,627.719971,0.882,NA
C6117000,665,32.209999,632.030029,1.055,NA
C6117000,683,31.040001,593.950012,1.146,NA
C6117000,705,15.92,465.940002,1.403,NA
C6117000,779,NA,509.929993,NA,NA
C6117000,866,NA,391.649994,NA,NA
C6118000,411,12.382,326.940002,2.18,2.261
C6118000,443,21.941,409.511993,1.956,1.766
C6118000,456,33.990002,467.884003,1.76,1.598
C6118000,490,51.428001,464.738007,1.415,1.295
C6118000,509,59.425999,436.367004,1.324,1.229
C6118000,532,61.798,410.394989,1.221,1.134
C6118000,559,68.845001,441.635986,1.139,1.017
C6118000,619,49.833,443.078003,1.278,1.193
C6118000,665,39.609001,464.369995,1.491,1.344
C6118000,683,36.230999,421.871002,1.527,1.376
C6118000,705,23.698999,384.718994,1.779,1.682
C6118000,779,3.904,379.95401,3.979,4.276
C6118000,866,1.205,277.296997,7.257,6.683
C6119000,411,18.499001,420.585999,3.419,2.898
C6119000,443,23.895,512.47998,2.209,2.387
C6119000,456,34.886002,562.112,2.141,2.103
C6119000,490,44.990002,557.192017,1.592,1.698
C6119000,509,57.348,591.125977,1.715,1.573
C6119000,532,57.692001,536.533997,1.432,1.525
C6119000,559,64.277,553.44397,1.308,1.211
C6119000,619,50.021999,561.098999,1.372,1.423
C6119000,665,39.745998,589.065979,1.509,1.563
C6119000,683,36.043999,542.804993,1.513,1.634
C6119000,705,27.476999,514.573975,1.858,1.96
C6119000,779,5.174,477.252014,4.537,NA
C6119000,866,NA,378.63501,NA,NA
C6120000,411,6.821,207.298004,2.207,3.029
C6120000,443,14.788,227.792007,2.015,2.29
C6120000,456,19.403999,247.570007,1.786,2.088
C6120000,490,23.913,227.169006,1.399,1.714
C6120000,509,25.583,236.242004,1.254,1.584
C6120000,532,25.990999,209.593994,1.144,1.454
C6120000,559,28.898001,210.235992,1.061,1.28
C6120000,619,19.444,195.375,1.168,1.565
C6120000,665,15.481,204.766006,1.343,1.738
C6120000,683,13.739,181.485992,1.359,1.788
C6120000,705,10.355,173.876999,1.691,2.088
C6120000,779,NA,159.712006,NA,4.804
C6120000,866,NA,128.365997,NA,8.791
C6121000,411,3.088,146.181,3.831,4.812
C6121000,443,6.364,158.873001,4.053,3.873
C6121000,456,8.962,167.634003,3.653,3.65
C6121000,490,10.918,146.201004,2.601,2.976
C6121000,509,11.872,147.320007,2.261,2.833
C6121000,532,12.272,124.292999,2.058,2.322
C6121000,559,13.654,120.487999,1.876,2.458
C6121000,619,10.623,108.794998,1.805,2.268
C6121000,665,8.588,106.656998,1.896,2.199
C6121000,683,7.685,99.433998,1.842,2.191
C6121000,705,5.777,91.574997,2.108,2.273
C6121000,779,1.4,81.094002,NA,5.395
C6121000,866,0.3,59.837002,NA,8.061
C6122000,411,0.483,88.475998,1.994,NA
C6122000,443,0.801,99.297997,2.359,NA
C6122000,456,1.307,106.886002,2.12,NA
C6122000,490,2.047,97.943001,1.517,NA
C6122000,509,2.73,99.456001,1.2,NA
C6122000,532,3.475,86.926003,0.96,NA
C6122000,559,4.495,86.677002,0.749,NA
C6122000,619,2.57,81.890999,0.883,NA
C6122000,665,1.812,81.254997,1.215,NA
C6122000,683,1.779,74.110001,1.251,NA
C6122000,705,1.601,68.089996,1.129,NA
C6122000,779,0.306,64.775002,3.989,NA
C6122000,866,0.05,48.515999,5.256,NA
C6123000,411,0.489,96.166,1.895,2.57
C6123000,443,0.77,105.372002,1.691,2.026
C6123000,456,1.249,112.181999,1.516,1.766
C6123000,490,1.967,102.525002,1.114,1.283
C6123000,509,2.637,107.692001,0.923,1.104
C6123000,532,3.394,93.914001,0.742,0.891
C6123000,559,4.317,92.584,0.594,0.737
C6123000,619,2.453,87.346001,0.769,0.863
C6123000,665,1.715,85.210999,0.946,1.133
C6123000,683,1.67,77.463997,1.025,1.183
C6123000,705,1.392,71.254997,0.99,1.192
C6123000,779,0.223,65.653,3.179,2.748
C6123000,866,0.04,49.490002,NA,NA
C6124000,411,0.453,79.295998,1.44,1.652
C6124000,443,0.75,89.652,1.195,1.199
C6124000,456,1.163,96.223999,1.037,1.01
C6124000,490,1.749,87.491997,0.731,0.694
C6124000,509,2.28,88.549004,0.632,0.575
C6124000,532,2.618,77.974998,0.484,0.484
C6124000,559,2.951,77.472,0.418,0.41
C6124000,619,1.442,72.439003,0.569,0.586
C6124000,665,0.955,69.93,0.733,0.754
C6124000,683,0.967,63.700001,0.79,0.829
C6124000,705,0.537,58.344002,0.953,1.034
C6124000,779,0.059,53.777,2.191,3.169
C6124000,866,0.012,39.948002,4.092,4.85
C6125000,411,0.734,145.604996,1.222,NA
C6125000,443,1.132,162.774002,0.934,NA
C6125000,456,1.746,175.261002,0.793,NA
C6125000,490,2.636,159.024002,0.525,NA
C6125000,509,3.359,161.130005,0.414,NA
C6125000,532,3.873,142.483002,0.339,NA
C6125000,559,4.339,143.847,0.299,NA
C6125000,619,1.988,131.796997,0.493,NA
C6125000,665,1.273,132.404007,0.653,NA
C6125000,683,1.354,117.890999,0.672,NA
C6125000,705,0.698,104.108002,0.842,NA
C6125000,779,0.101,98.206001,2.87,NA
C6125000,866,0.018,73.969002,4.311,NA
C6126000,411,0.672,121.911003,0.742,1.037
C6126000,443,1.089,140.132996,0.504,0.636
C6126000,456,1.664,144.188995,0.44,0.499
C6126000,490,2.504,131.104996,0.307,0.317
C6126000,509,2.978,133.272995,0.231,0.285
C6126000,532,3.243,122.278999,0.181,0.158
C6126000,559,3.415,119.789001,0.15,0.231
C6126000,619,1.27,115.195,0.324,0.341
C6126000,665,0.82,107.535004,0.476,0.501
C6126000,683,0.914,94.629997,0.496,0.582
C6126000,705,0.407,87.903,0.64,0.915
C6126000,779,0.048,83.785004,1.888,2.92
C6126000,866,0.01,63.043999,3.641,4.614
C6128000,411,0.58,104.140999,0.968,1.129
C6128000,443,0.886,125.698997,0.719,0.822
C6128000,456,1.366,131.479004,0.623,0.705
C6128000,490,2.113,121.986,0.436,0.49
C6128000,509,2.567,123.870003,0.341,0.412
C6128000,532,2.977,108.735001,0.29,0.347
C6128000,559,3.305,97.723999,0.247,0.311
C6128000,619,1.373,100.051003,0.446,0.496
C6128000,665,0.851,95.420998,0.578,0.662
C6128000,683,0.996,81.567001,0.61,0.716
C6128000,705,0.445,76.310997,0.743,0.963
C6128000,779,0.042,74.289001,1.993,2.894
C6128000,866,NA,56.294998,NA,4.443
C6129000,411,0.465,79.570999,0.985,NA
C6129000,443,0.741,90.273003,0.751,NA
C6129000,456,1.115,96.135002,0.64,NA
C6129000,490,1.631,86.541,0.427,NA
C6129000,509,1.995,89.371002,0.345,NA
C6129000,532,2.201,78.320999,0.276,NA
C6129000,559,2.351,77.446999,0.241,NA
C6129000,619,0.938,71.819,0.44,NA
C6129000,665,0.6,69.372002,0.595,NA
C6129000,683,0.672,61.160999,0.633,NA
C6129000,705,0.318,56.213001,0.84,NA
C6129000,779,0.037,52.608002,2.293,NA
C6129000,866,0.007,39.571999,7.064,NA
C6130000,411,0.605,110.382004,1.007,0.947
C6130000,443,1.116,121.933998,0.884,0.649
C6130000,456,1.373,129.302002,0.613,0.566
C6130000,490,1.932,118.157997,0.372,0.403
C6130000,509,2.351,122.027,0.29,0.354
C6130000,532,2.618,107.686996,0.219,0.229
C6130000,559,2.861,107.333,0.182,0.275
C6130000,619,1.184,100.484001,0.394,0.354
C6130000,665,0.774,97.952003,0.558,0.497
C6130000,683,0.89,89.174004,0.596,0.558
C6130000,705,0.457,81.421997,0.816,0.801
C6130000,779,0.096,74.198997,2.751,2.777
C6130000,866,0.027,55.905998,4.443,4.731
C6135000,411,0.637,118.528,0.948,0.937
C6135000,443,1.024,131.470993,0.685,0.633
C6135000,456,1.48,139.742996,0.573,0.519
C6135000,490,2.091,127.594002,0.34,0.343
C6135000,509,2.549,132.106003,0.26,0.244
C6135000,532,2.827,115.116997,0.198,0.166
C6135000,559,3.099,113.811996,0.16,0.161
C6135000,619,1.29,106.975998,0.377,0.319
C6135000,665,0.851,105.900002,0.536,0.52
C6135000,683,0.98,96.538002,0.568,0.559
C6135000,705,0.482,88.186996,0.752,0.785
C6135000,779,0.093,81.150002,2.952,2.991
C6135000,866,0.023,61.209999,5.062,3.787
C6136000,411,0.559,90.443001,1.101,1.096
C6136000,443,0.845,101.132004,0.784,0.771
C6136000,456,1.268,107.644997,0.668,0.654
C6136000,490,1.809,96.582001,0.429,0.471
C6136000,509,2.227,98.653999,0.357,0.403
C6136000,532,2.393,85.890999,0.276,0.346
C6136000,559,2.515,85.358002,0.228,0.303
C6136000,619,1.065,77.953003,0.472,0.502
C6136000,665,0.666,76.662003,0.612,0.683
C6136000,683,0.744,68.063004,0.637,0.742
C6136000,705,0.357,62.130001,0.853,0.978
C6136000,779,0.048,58.702999,2.769,2.896
C6136000,866,0.009,44.337002,4.794,5.321
C6138000,411,0.482,96.827003,2.169,NA
C6138000,443,0.677,105.643997,2.276,NA
C6138000,456,1.274,117.167,2.074,NA
C6138000,490,2.234,107.383003,1.584,NA
C6138000,509,3.214,108.151001,1.344,NA
C6138000,532,4.333,95.727997,1.118,NA
C6138000,559,5.583,98.223999,0.949,NA
C6138000,619,3.082,89.375999,1.106,NA
C6138000,665,2.173,88.922997,1.314,NA
C6138000,683,1.959,79.133003,1.379,NA
